"TIME","GEO","PROJECTION","INDIC_DE","Value","Flag and Footnotes"
"2075","Portugal","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2075","Portugal","Baseline projections","Proportion of population aged 15-64 years","53.8",""
"2075","Portugal","Baseline projections","Proportion of population aged 65 years and more","32.9",""
"2075","Romania","Baseline projections","Median age of population","49.9",""
"2075","Romania","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2075","Romania","Baseline projections","Proportion of population aged 15-64 years","55.2",""
"2075","Romania","Baseline projections","Proportion of population aged 65 years and more","31.5",""
"2075","Slovenia","Baseline projections","Median age of population","49.2",""
"2075","Slovenia","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2075","Slovenia","Baseline projections","Proportion of population aged 15-64 years","56.2",""
"2075","Slovenia","Baseline projections","Proportion of population aged 65 years and more","30.4",""
"2075","Slovakia","Baseline projections","Median age of population","50.1",""
"2075","Slovakia","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2075","Slovakia","Baseline projections","Proportion of population aged 15-64 years","55.2",""
"2075","Slovakia","Baseline projections","Proportion of population aged 65 years and more","31.3",""
"2075","Finland","Baseline projections","Median age of population","51.2",""
"2075","Finland","Baseline projections","Proportion of population aged 0-14 years","12.4",""
"2075","Finland","Baseline projections","Proportion of population aged 15-64 years","54.7",""
"2075","Finland","Baseline projections","Proportion of population aged 65 years and more","32.9",""
"2075","Sweden","Baseline projections","Median age of population","45.4",""
"2075","Sweden","Baseline projections","Proportion of population aged 0-14 years","15.4",""
"2075","Sweden","Baseline projections","Proportion of population aged 15-64 years","57.7",""
"2075","Sweden","Baseline projections","Proportion of population aged 65 years and more","26.9",""
"2075","Iceland","Baseline projections","Median age of population","45.1",""
"2075","Iceland","Baseline projections","Proportion of population aged 0-14 years","15.4",""
"2075","Iceland","Baseline projections","Proportion of population aged 15-64 years","57.9",""
"2075","Iceland","Baseline projections","Proportion of population aged 65 years and more","26.7",""
"2075","Liechtenstein","Baseline projections","Median age of population","49.1",""
"2075","Liechtenstein","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2075","Liechtenstein","Baseline projections","Proportion of population aged 15-64 years","56.6",""
"2075","Liechtenstein","Baseline projections","Proportion of population aged 65 years and more","30.1",""
"2075","Norway","Baseline projections","Median age of population","47.1",""
"2075","Norway","Baseline projections","Proportion of population aged 0-14 years","14.2",""
"2075","Norway","Baseline projections","Proportion of population aged 15-64 years","57.2",""
"2075","Norway","Baseline projections","Proportion of population aged 65 years and more","28.5",""
"2075","Switzerland","Baseline projections","Median age of population","47.0",""
"2075","Switzerland","Baseline projections","Proportion of population aged 0-14 years","14.2",""
"2075","Switzerland","Baseline projections","Proportion of population aged 15-64 years","57.9",""
"2075","Switzerland","Baseline projections","Proportion of population aged 65 years and more","27.9",""
"2080","European Union - 27 countries (from 2020)","Baseline projections","Median age of population","48.6",""
"2080","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2080","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","55.3",""
"2080","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","30.8",""
"2080","Belgium","Baseline projections","Median age of population","47.0",""
"2080","Belgium","Baseline projections","Proportion of population aged 0-14 years","14.6",""
"2080","Belgium","Baseline projections","Proportion of population aged 15-64 years","56.3",""
"2080","Belgium","Baseline projections","Proportion of population aged 65 years and more","29.2",""
"2080","Bulgaria","Baseline projections","Median age of population","49.2",""
"2080","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2080","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","55.2",""
"2080","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","31.0",""
"2080","Czechia","Baseline projections","Median age of population","46.3",""
"2080","Czechia","Baseline projections","Proportion of population aged 0-14 years","15.2",""
"2080","Czechia","Baseline projections","Proportion of population aged 15-64 years","56.9",""
"2080","Czechia","Baseline projections","Proportion of population aged 65 years and more","28.0",""
"2080","Denmark","Baseline projections","Median age of population","46.4",""
"2080","Denmark","Baseline projections","Proportion of population aged 0-14 years","15.2",""
"2080","Denmark","Baseline projections","Proportion of population aged 15-64 years","56.3",""
"2080","Denmark","Baseline projections","Proportion of population aged 65 years and more","28.5",""
"2080","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","47.0",""
"2080","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2080","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","57.0",""
"2080","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","28.6",""
"2080","Estonia","Baseline projections","Median age of population","49.0",""
"2080","Estonia","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2080","Estonia","Baseline projections","Proportion of population aged 15-64 years","55.0",""
"2080","Estonia","Baseline projections","Proportion of population aged 65 years and more","31.1",""
"2080","Ireland","Baseline projections","Median age of population","46.4",""
"2080","Ireland","Baseline projections","Proportion of population aged 0-14 years","15.4",""
"2080","Ireland","Baseline projections","Proportion of population aged 15-64 years","55.9",""
"2080","Ireland","Baseline projections","Proportion of population aged 65 years and more","28.8",""
"2080","Greece","Baseline projections","Median age of population","50.3",""
"2080","Greece","Baseline projections","Proportion of population aged 0-14 years","12.9",""
"2080","Greece","Baseline projections","Proportion of population aged 15-64 years","54.2",""
"2080","Greece","Baseline projections","Proportion of population aged 65 years and more","33.0",""
"2080","Spain","Baseline projections","Median age of population","50.1",""
"2080","Spain","Baseline projections","Proportion of population aged 0-14 years","12.8",""
"2080","Spain","Baseline projections","Proportion of population aged 15-64 years","54.6",""
"2080","Spain","Baseline projections","Proportion of population aged 65 years and more","32.6",""
"2080","France","Baseline projections","Median age of population","46.8",""
"2080","France","Baseline projections","Proportion of population aged 0-14 years","15.5",""
"2080","France","Baseline projections","Proportion of population aged 15-64 years","54.9",""
"2080","France","Baseline projections","Proportion of population aged 65 years and more","29.6",""
"2080","Croatia","Baseline projections","Median age of population","51.1",""
"2080","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.6",""
"2080","Croatia","Baseline projections","Proportion of population aged 15-64 years","54.3",""
"2080","Croatia","Baseline projections","Proportion of population aged 65 years and more","33.2",""
