"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2012","Moldova","Proportion of population aged 45-64 years","26.0",""
"2012","Moldova","Proportion of population aged 65 years and more","9.9",""
"2012","Monaco","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2012","Monaco","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2012","Monaco","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2012","Monaco","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Monaco","Proportion of population aged 0-14 years",":",""
"2012","Monaco","Proportion of population aged 15-24 years",":",""
"2012","Monaco","Proportion of population aged 25-44 years",":",""
"2012","Monaco","Proportion of population aged 45-64 years",":",""
"2012","Monaco","Proportion of population aged 65 years and more",":",""
"2012","Russia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2012","Russia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2012","Russia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2012","Russia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Russia","Proportion of population aged 0-14 years",":",""
"2012","Russia","Proportion of population aged 15-24 years",":",""
"2012","Russia","Proportion of population aged 25-44 years",":",""
"2012","Russia","Proportion of population aged 45-64 years",":",""
"2012","Russia","Proportion of population aged 65 years and more",":",""
"2012","San Marino","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.6",""
"2012","San Marino","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","75.2",""
"2012","San Marino","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","59.2",""
"2012","San Marino","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","San Marino","Proportion of population aged 0-14 years","15.2",""
"2012","San Marino","Proportion of population aged 15-24 years","8.9",""
"2012","San Marino","Proportion of population aged 25-44 years","29.5",""
"2012","San Marino","Proportion of population aged 45-64 years","28.9",""
"2012","San Marino","Proportion of population aged 65 years and more","17.5",""
"2012","Ukraine","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","42.1",""
"2012","Ukraine","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","69.8",""
"2012","Ukraine","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","54.3",""
"2012","Ukraine","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Ukraine","Proportion of population aged 0-14 years","14.4",""
"2012","Ukraine","Proportion of population aged 15-24 years","13.0",""
"2012","Ukraine","Proportion of population aged 25-44 years","29.9",""
"2012","Ukraine","Proportion of population aged 45-64 years","27.4",""
"2012","Ukraine","Proportion of population aged 65 years and more","15.2",""
"2012","Armenia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2012","Armenia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2012","Armenia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2012","Armenia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Armenia","Proportion of population aged 0-14 years",":",""
"2012","Armenia","Proportion of population aged 15-24 years",":",""
"2012","Armenia","Proportion of population aged 25-44 years",":",""
"2012","Armenia","Proportion of population aged 45-64 years",":",""
"2012","Armenia","Proportion of population aged 65 years and more",":",""
"2012","Azerbaijan","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","38.8",""
"2012","Azerbaijan","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","66.7",""
"2012","Azerbaijan","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","59.0",""
"2012","Azerbaijan","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Azerbaijan","Proportion of population aged 0-14 years","22.2",""
"2012","Azerbaijan","Proportion of population aged 15-24 years","19.4",""
"2012","Azerbaijan","Proportion of population aged 25-44 years","31.3",""
"2012","Azerbaijan","Proportion of population aged 45-64 years","21.4",""
"2012","Azerbaijan","Proportion of population aged 65 years and more","5.8",""
"2012","Georgia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","44.1",""
"2012","Georgia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","73.5",""
"2012","Georgia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","59.7",""
"2012","Georgia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Georgia","Proportion of population aged 0-14 years","16.9",""
"2012","Georgia","Proportion of population aged 15-24 years","15.0",""
"2012","Georgia","Proportion of population aged 25-44 years","29.0",""
"2012","Georgia","Proportion of population aged 45-64 years","25.4",""
"2012","Georgia","Proportion of population aged 65 years and more","13.7",""
"2013","European Union - 27 countries (from 2020)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","50.9",""
"2013","European Union - 27 countries (from 2020)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.5",""
"2013","European Union - 27 countries (from 2020)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.0",""
"2013","European Union - 27 countries (from 2020)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2013","European Union - 27 countries (from 2020)","Proportion of population aged 0-14 years","15.4",""
"2013","European Union - 27 countries (from 2020)","Proportion of population aged 15-24 years","11.3",""
"2013","European Union - 27 countries (from 2020)","Proportion of population aged 25-44 years","27.5",""
"2013","European Union - 27 countries (from 2020)","Proportion of population aged 45-64 years","27.4",""
"2013","European Union - 27 countries (from 2020)","Proportion of population aged 65 years and more","18.3",""
"2013","European Union - 28 countries (2013-2020)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","51.2",""
"2013","European Union - 28 countries (2013-2020)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","83.1",""
"2013","European Union - 28 countries (2013-2020)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.7",""
"2013","European Union - 28 countries (2013-2020)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2013","European Union - 28 countries (2013-2020)","Proportion of population aged 0-14 years","15.7",""
"2013","European Union - 28 countries (2013-2020)","Proportion of population aged 15-24 years","11.5",""
"2013","European Union - 28 countries (2013-2020)","Proportion of population aged 25-44 years","27.4",""
"2013","European Union - 28 countries (2013-2020)","Proportion of population aged 45-64 years","27.2",""
"2013","European Union - 28 countries (2013-2020)","Proportion of population aged 65 years and more","18.2",""
"2013","European Union - 27 countries (2007-2013)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","51.2",""
"2013","European Union - 27 countries (2007-2013)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","83.1",""
"2013","European Union - 27 countries (2007-2013)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.7",""
"2013","European Union - 27 countries (2007-2013)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2013","European Union - 27 countries (2007-2013)","Proportion of population aged 0-14 years","15.7",""
"2013","European Union - 27 countries (2007-2013)","Proportion of population aged 15-24 years","11.5",""
"2013","European Union - 27 countries (2007-2013)","Proportion of population aged 25-44 years","27.5",""
"2013","European Union - 27 countries (2007-2013)","Proportion of population aged 45-64 years","27.2",""
"2013","European Union - 27 countries (2007-2013)","Proportion of population aged 65 years and more","18.2",""
"2013","Euro area - 19 countries  (from 2015)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.4",""
"2013","Euro area - 19 countries  (from 2015)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.0",""
"2013","Euro area - 19 countries  (from 2015)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.6",""
"2013","Euro area - 19 countries  (from 2015)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2013","Euro area - 19 countries  (from 2015)","Proportion of population aged 0-14 years","15.4",""
"2013","Euro area - 19 countries  (from 2015)","Proportion of population aged 15-24 years","11.0",""
"2013","Euro area - 19 countries  (from 2015)","Proportion of population aged 25-44 years","27.0",""
"2013","Euro area - 19 countries  (from 2015)","Proportion of population aged 45-64 years","27.6",""
"2013","Euro area - 19 countries  (from 2015)","Proportion of population aged 65 years and more","19.0",""
"2013","Euro area - 18 countries (2014)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.4",""
"2013","Euro area - 18 countries (2014)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.0",""
"2013","Euro area - 18 countries (2014)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.6",""
"2013","Euro area - 18 countries (2014)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2013","Euro area - 18 countries (2014)","Proportion of population aged 0-14 years","15.3",""
"2013","Euro area - 18 countries (2014)","Proportion of population aged 15-24 years","10.9",""
"2013","Euro area - 18 countries (2014)","Proportion of population aged 25-44 years","26.9",""
"2013","Euro area - 18 countries (2014)","Proportion of population aged 45-64 years","27.4",""
"2013","Euro area - 18 countries (2014)","Proportion of population aged 65 years and more","18.9",""
"2013","Belgium","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.8",""
"2013","Belgium","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.6",""
"2013","Belgium","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","67.4",""
"2013","Belgium","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2013","Belgium","Proportion of population aged 0-14 years","17.0",""
"2013","Belgium","Proportion of population aged 15-24 years","12.0",""
"2013","Belgium","Proportion of population aged 25-44 years","26.5",""
"2013","Belgium","Proportion of population aged 45-64 years","26.9",""
"2013","Belgium","Proportion of population aged 65 years and more","17.6",""
"2013","Bulgaria","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.7",""
"2013","Bulgaria","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","80.4",""
"2013","Bulgaria","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","59.6",""
"2013","Bulgaria","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2013","Bulgaria","Proportion of population aged 0-14 years","13.6",""
"2013","Bulgaria","Proportion of population aged 15-24 years","10.9",""
"2013","Bulgaria","Proportion of population aged 25-44 years","28.6",""
"2013","Bulgaria","Proportion of population aged 45-64 years","27.8",""
"2013","Bulgaria","Proportion of population aged 65 years and more","19.2",""
"2013","Czechia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","46.3",""
"2013","Czechia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","77.0",""
